receptor,site_id,copy,ligand,smiles,center_x,center_y,center_z,box_size,success,binding_energy,output
a9a10_2to3_apo_reference,3,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-13.29,23.21,27.86,15,True,-5.945,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site3_copy1_ascorbate_docked.pdb
a9a10_2to3_apo_reference,3,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-30.35,-1.19,20.6,15,True,-6.043,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site3_copy2_ascorbate_docked.pdb
a9a10_2to3_apo_reference,9,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-51.72,24.18,-1.51,15,True,-4.923,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site9_copy1_ascorbate_docked.pdb
a9a10_2to3_apo_reference,8,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-22.95,47.64,17.2,15.46,True,-4.981,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site8_copy1_ascorbate_docked.pdb
a9a10_2to3_apo_reference,8,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-51.67,24.34,-1.55,15,True,-5.008,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site8_copy2_ascorbate_docked.pdb
a9a10_2to3_apo_reference,16,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-42.04,42.74,28.74,15,True,-5.047,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site16_copy1_ascorbate_docked.pdb
a9a10_2to3_apo_reference,30,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,3.49,6.07,13.47,15,True,-6.209,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site30_copy1_ascorbate_docked.pdb
a9a10_2to3_apo_reference,20,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-18.04,46.7,26.35,15,True,-4.912,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site20_copy1_ascorbate_docked.pdb
a9a10_2to3_apo_reference,15,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-23.64,10.62,10.0,17.22,True,-5.746,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site15_copy1_ascorbate_docked.pdb
a9a10_2to3_apo_reference,1,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-29.61,17.19,23.07,15,True,-4.418,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site1_copy1_ascorbate_docked.pdb
