compound_id,smiles,is_active,activity_uM,potentiation_pct,stoichiometry,site_id,site_description,binding_energy,has_pose
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,2to3,25,ECD alpha9/alpha10,-6.65,True
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,2to3,11,ECD alpha10/alpha9,-7.504,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,2to3,23,ECD alpha9/alpha10,-5.299,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,2to3,5,ECD alpha9/alpha10,-6.437,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,2to3,21,ECD alpha9/alpha10,-6.788,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,2to3,34,TMD M2 pore,-8.676,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,2to3,35,TMD M2,-8.706,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,2to3,18,ECD alpha10/alpha10,-6.322,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,2to3,25,ECD alpha9/alpha10,-6.276,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,2to3,11,ECD alpha10/alpha9,-6.973,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,2to3,23,ECD alpha9/alpha10,-4.811,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,2to3,5,ECD alpha9/alpha10,-6.501,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,2to3,21,ECD alpha9/alpha10,-6.682,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,2to3,34,TMD M2 pore,-8.289,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,2to3,35,TMD M2,-8.25,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,2to3,18,ECD alpha10/alpha10,-5.856,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,2to3,25,ECD alpha9/alpha10,-6.214,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,2to3,11,ECD alpha10/alpha9,-6.931,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,2to3,23,ECD alpha9/alpha10,-5.367,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,2to3,5,ECD alpha9/alpha10,-8.849,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,2to3,21,ECD alpha9/alpha10,-7.711,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,2to3,34,TMD M2 pore,-9.75,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,2to3,35,TMD M2,-9.764,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,2to3,18,ECD alpha10/alpha10,-6.756,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,2to3,25,ECD alpha9/alpha10,-7.397,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,2to3,11,ECD alpha10/alpha9,-7.934,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,2to3,23,ECD alpha9/alpha10,-4.305,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,2to3,5,ECD alpha9/alpha10,-5.798,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,2to3,21,ECD alpha9/alpha10,-6.216,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,2to3,34,TMD M2 pore,-7.675,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,2to3,35,TMD M2,-7.54,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,2to3,18,ECD alpha10/alpha10,-5.683,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,2to3,25,ECD alpha9/alpha10,-5.293,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,2to3,11,ECD alpha10/alpha9,-6.35,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,2to3,23,ECD alpha9/alpha10,-4.634,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,2to3,5,ECD alpha9/alpha10,-7.086,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,2to3,21,ECD alpha9/alpha10,-6.601,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,2to3,34,TMD M2 pore,-8.508,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,2to3,35,TMD M2,-8.534,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,2to3,18,ECD alpha10/alpha10,-5.788,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,2to3,25,ECD alpha9/alpha10,-6.219,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,2to3,11,ECD alpha10/alpha9,-6.961,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,2to3,23,ECD alpha9/alpha10,-5.72,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,2to3,5,ECD alpha9/alpha10,-8.119,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,2to3,21,ECD alpha9/alpha10,-7.282,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,2to3,34,TMD M2 pore,-9.06,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,2to3,35,TMD M2,-9.044,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,2to3,18,ECD alpha10/alpha10,-6.09,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,2to3,25,ECD alpha9/alpha10,-6.978,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,2to3,11,ECD alpha10/alpha9,-7.459,True
1,C1([C@@H]([C@H](O)CO)OC(=O)C=1O)O,True,1797,286,3to2,23,ECD alpha9/alpha10,-6.946,True
1,C1([C@@H]([C@H](O)CO)OC(=O)C=1O)O,True,1797,286,3to2,5,ECD alpha9/alpha10,-7.304,True
1,C1([C@@H]([C@H](O)CO)OC(=O)C=1O)O,True,1797,286,3to2,21,ECD alpha9/alpha10,-6.175,True
1,C1([C@@H]([C@H](O)CO)OC(=O)C=1O)O,True,1797,286,3to2,34,TMD M2 pore,-7.858,True
1,C1([C@@H]([C@H](O)CO)OC(=O)C=1O)O,True,1797,286,3to2,35,TMD M2,-7.875,True
1,C1([C@@H]([C@H](O)CO)OC(=O)C=1O)O,True,1797,286,3to2,18,ECD alpha10/alpha10,-6.362,True
1,C1([C@@H]([C@H](O)CO)OC(=O)C=1O)O,True,1797,286,3to2,25,ECD alpha9/alpha10,-7.008,True
1,C1([C@@H]([C@H](O)CO)OC(=O)C=1O)O,True,1797,286,3to2,11,ECD alpha10/alpha9,-8.016,True
2,C(O)C(C1OC(=O)C(O)=C1O)O,True,1316,300,3to2,23,ECD alpha9/alpha10,-6.504,True
2,C(O)C(C1OC(=O)C(O)=C1O)O,True,1316,300,3to2,5,ECD alpha9/alpha10,-7.872,True
2,C(O)C(C1OC(=O)C(O)=C1O)O,True,1316,300,3to2,21,ECD alpha9/alpha10,-6.279,True
2,C(O)C(C1OC(=O)C(O)=C1O)O,True,1316,300,3to2,34,TMD M2 pore,-8.12,True
2,C(O)C(C1OC(=O)C(O)=C1O)O,True,1316,300,3to2,35,TMD M2,-7.728,True
2,C(O)C(C1OC(=O)C(O)=C1O)O,True,1316,300,3to2,18,ECD alpha10/alpha10,-6.27,True
2,C(O)C(C1OC(=O)C(O)=C1O)O,True,1316,300,3to2,25,ECD alpha9/alpha10,-6.495,True
2,C(O)C(C1OC(=O)C(O)=C1O)O,True,1316,300,3to2,11,ECD alpha10/alpha9,-7.166,True
3,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2O)CO1)C,True,6077,293,3to2,23,ECD alpha9/alpha10,-7.716,True
3,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2O)CO1)C,True,6077,293,3to2,5,ECD alpha9/alpha10,-8.665,True
3,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2O)CO1)C,True,6077,293,3to2,21,ECD alpha9/alpha10,-7.178,True
3,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2O)CO1)C,True,6077,293,3to2,34,TMD M2 pore,-9.239,True
3,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2O)CO1)C,True,6077,293,3to2,35,TMD M2,-9.256,True
3,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2O)CO1)C,True,6077,293,3to2,18,ECD alpha10/alpha10,-7.132,True
3,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2O)CO1)C,True,6077,293,3to2,25,ECD alpha9/alpha10,-8.006,True
3,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2O)CO1)C,True,6077,293,3to2,11,ECD alpha10/alpha9,-8.112,True
4,CCCCCCCCC1O[C@H](C2OC(=O)C(O)=C2O)CO1,False,0,0,3to2,23,ECD alpha9/alpha10,-8.263,True
4,CCCCCCCCC1O[C@H](C2OC(=O)C(O)=C2O)CO1,False,0,0,3to2,5,ECD alpha9/alpha10,-9.652,True
4,CCCCCCCCC1O[C@H](C2OC(=O)C(O)=C2O)CO1,False,0,0,3to2,21,ECD alpha9/alpha10,-8.743,True
4,CCCCCCCCC1O[C@H](C2OC(=O)C(O)=C2O)CO1,False,0,0,3to2,34,TMD M2 pore,-10.808,True
4,CCCCCCCCC1O[C@H](C2OC(=O)C(O)=C2O)CO1,False,0,0,3to2,35,TMD M2,-10.792,True
4,CCCCCCCCC1O[C@H](C2OC(=O)C(O)=C2O)CO1,False,0,0,3to2,18,ECD alpha10/alpha10,-7.782,True
4,CCCCCCCCC1O[C@H](C2OC(=O)C(O)=C2O)CO1,False,0,0,3to2,25,ECD alpha9/alpha10,-8.12,True
4,CCCCCCCCC1O[C@H](C2OC(=O)C(O)=C2O)CO1,False,0,0,3to2,11,ECD alpha10/alpha9,-8.414,True
5,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OC)CO1)C,False,0,0,3to2,23,ECD alpha9/alpha10,-7.541,True
5,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OC)CO1)C,False,0,0,3to2,5,ECD alpha9/alpha10,-7.778,True
5,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OC)CO1)C,False,0,0,3to2,21,ECD alpha9/alpha10,-6.522,True
5,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OC)CO1)C,False,0,0,3to2,34,TMD M2 pore,-9.368,True
5,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OC)CO1)C,False,0,0,3to2,35,TMD M2,-9.462,True
5,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OC)CO1)C,False,0,0,3to2,18,ECD alpha10/alpha10,-7.416,True
5,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OC)CO1)C,False,0,0,3to2,25,ECD alpha9/alpha10,-7.886,True
5,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OC)CO1)C,False,0,0,3to2,11,ECD alpha10/alpha9,-8.55,True
6,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,23,ECD alpha9/alpha10,-8.618,True
6,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,5,ECD alpha9/alpha10,-8.184,True
6,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,21,ECD alpha9/alpha10,-8.009,True
6,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,34,TMD M2 pore,-11.682,True
6,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,35,TMD M2,-11.704,True
6,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,18,ECD alpha10/alpha10,-8.774,True
6,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,25,ECD alpha9/alpha10,-8.829,True
6,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,11,ECD alpha10/alpha9,-8.603,True
7,C=CCOC1C([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,23,ECD alpha9/alpha10,-7.706,True
7,C=CCOC1C([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,5,ECD alpha9/alpha10,-7.985,True
7,C=CCOC1C([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,21,ECD alpha9/alpha10,-7.28,True
7,C=CCOC1C([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,34,TMD M2 pore,-10.233,True
7,C=CCOC1C([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,35,TMD M2,-10.272,True
7,C=CCOC1C([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,18,ECD alpha10/alpha10,-7.269,True
7,C=CCOC1C([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,25,ECD alpha9/alpha10,-7.672,True
7,C=CCOC1C([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,11,ECD alpha10/alpha9,-8.695,True
8,CCCOC1C(C2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,23,ECD alpha9/alpha10,-7.552,True
8,CCCOC1C(C2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,5,ECD alpha9/alpha10,-8.737,True
8,CCCOC1C(C2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,21,ECD alpha9/alpha10,-7.162,True
8,CCCOC1C(C2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,34,TMD M2 pore,-9.779,True
8,CCCOC1C(C2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,35,TMD M2,-10.348,True
8,CCCOC1C(C2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,18,ECD alpha10/alpha10,-7.624,True
8,CCCOC1C(C2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,25,ECD alpha9/alpha10,-7.848,True
8,CCCOC1C(C2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,11,ECD alpha10/alpha9,-8.433,True
9,CCCCOC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,23,ECD alpha9/alpha10,-8.638,True
9,CCCCOC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,5,ECD alpha9/alpha10,-8.94,True
9,CCCCOC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,21,ECD alpha9/alpha10,-7.938,True
9,CCCCOC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,34,TMD M2 pore,-9.913,True
9,CCCCOC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,35,TMD M2,-9.904,True
9,CCCCOC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,18,ECD alpha10/alpha10,-7.917,True
9,CCCCOC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,25,ECD alpha9/alpha10,-8.479,True
9,CCCCOC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,False,0,0,3to2,11,ECD alpha10/alpha9,-9.096,True
10,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2CC2)CO1)C,False,0,0,3to2,23,ECD alpha9/alpha10,-7.703,True
10,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2CC2)CO1)C,False,0,0,3to2,5,ECD alpha9/alpha10,-8.779,True
10,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2CC2)CO1)C,False,0,0,3to2,21,ECD alpha9/alpha10,-7.137,True
10,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2CC2)CO1)C,False,0,0,3to2,34,TMD M2 pore,-10.027,True
10,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2CC2)CO1)C,False,0,0,3to2,35,TMD M2,-10.786,True
10,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2CC2)CO1)C,False,0,0,3to2,18,ECD alpha10/alpha10,-7.844,True
10,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2CC2)CO1)C,False,0,0,3to2,25,ECD alpha9/alpha10,-8.506,True
10,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCC2CC2)CO1)C,False,0,0,3to2,11,ECD alpha10/alpha9,-8.32,True
11,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCCC2CCCCC2)CO1)C,False,0,0,3to2,23,ECD alpha9/alpha10,-9.965,True
11,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCCC2CCCCC2)CO1)C,False,0,0,3to2,5,ECD alpha9/alpha10,-10.229,True
11,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCCC2CCCCC2)CO1)C,False,0,0,3to2,21,ECD alpha9/alpha10,-9.775,True
11,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCCC2CCCCC2)CO1)C,False,0,0,3to2,34,TMD M2 pore,-12.617,True
11,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCCC2CCCCC2)CO1)C,False,0,0,3to2,35,TMD M2,-12.685,True
11,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCCC2CCCCC2)CO1)C,False,0,0,3to2,18,ECD alpha10/alpha10,-8.582,True
11,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCCC2CCCCC2)CO1)C,False,0,0,3to2,25,ECD alpha9/alpha10,-9.756,True
11,CC1(O[C@H]([C@H]2OC(=O)C(O)=C2OCCC2CCCCC2)CO1)C,False,0,0,3to2,11,ECD alpha10/alpha9,-9.041,True
12,C(#C)COC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,True,0.1981,150,3to2,23,ECD alpha9/alpha10,-8.382,True
12,C(#C)COC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,True,0.1981,150,3to2,5,ECD alpha9/alpha10,-8.922,True
12,C(#C)COC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,True,0.1981,150,3to2,21,ECD alpha9/alpha10,-6.982,True
12,C(#C)COC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,True,0.1981,150,3to2,34,TMD M2 pore,-10.07,True
12,C(#C)COC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,True,0.1981,150,3to2,35,TMD M2,-10.932,True
12,C(#C)COC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,True,0.1981,150,3to2,18,ECD alpha10/alpha10,-8.051,True
12,C(#C)COC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,True,0.1981,150,3to2,25,ECD alpha9/alpha10,-7.726,True
12,C(#C)COC1[C@@H]([C@@H]2OC(C)(C)OC2)OC(=O)C=1O,True,0.1981,150,3to2,11,ECD alpha10/alpha9,-9.233,True
13,CC1(O[C@H]([C@H]2OC(=O)C(OC)=C2OC)CO1)C,False,0,0,3to2,23,ECD alpha9/alpha10,-7.686,True
13,CC1(O[C@H]([C@H]2OC(=O)C(OC)=C2OC)CO1)C,False,0,0,3to2,5,ECD alpha9/alpha10,-8.463,True
13,CC1(O[C@H]([C@H]2OC(=O)C(OC)=C2OC)CO1)C,False,0,0,3to2,21,ECD alpha9/alpha10,-7.334,True
13,CC1(O[C@H]([C@H]2OC(=O)C(OC)=C2OC)CO1)C,False,0,0,3to2,34,TMD M2 pore,-9.493,True
13,CC1(O[C@H]([C@H]2OC(=O)C(OC)=C2OC)CO1)C,False,0,0,3to2,35,TMD M2,-9.356,True
13,CC1(O[C@H]([C@H]2OC(=O)C(OC)=C2OC)CO1)C,False,0,0,3to2,18,ECD alpha10/alpha10,-7.65,True
13,CC1(O[C@H]([C@H]2OC(=O)C(OC)=C2OC)CO1)C,False,0,0,3to2,25,ECD alpha9/alpha10,-7.863,True
13,CC1(O[C@H]([C@H]2OC(=O)C(OC)=C2OC)CO1)C,False,0,0,3to2,11,ECD alpha10/alpha9,-8.197,True
14,CC1(O[C@H]([C@H]2OC(=O)C(OCC3C=CC=CC=3)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,23,ECD alpha9/alpha10,-9.62,True
14,CC1(O[C@H]([C@H]2OC(=O)C(OCC3C=CC=CC=3)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,5,ECD alpha9/alpha10,-10.027,True
14,CC1(O[C@H]([C@H]2OC(=O)C(OCC3C=CC=CC=3)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,21,ECD alpha9/alpha10,-9.741,True
14,CC1(O[C@H]([C@H]2OC(=O)C(OCC3C=CC=CC=3)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,34,TMD M2 pore,-12.363,True
14,CC1(O[C@H]([C@H]2OC(=O)C(OCC3C=CC=CC=3)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,35,TMD M2,-12.329,True
14,CC1(O[C@H]([C@H]2OC(=O)C(OCC3C=CC=CC=3)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,18,ECD alpha10/alpha10,-9.051,True
14,CC1(O[C@H]([C@H]2OC(=O)C(OCC3C=CC=CC=3)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,25,ECD alpha9/alpha10,-9.2,True
14,CC1(O[C@H]([C@H]2OC(=O)C(OCC3C=CC=CC=3)=C2OCC2C=CC=CC=2)CO1)C,False,0,0,3to2,11,ECD alpha10/alpha9,-9.246,True
15,C=CCOC1C(C2OC(C)(C)OC2)OC(=O)C=1OCC=C,False,0,0,3to2,23,ECD alpha9/alpha10,-8.82,True
15,C=CCOC1C(C2OC(C)(C)OC2)OC(=O)C=1OCC=C,False,0,0,3to2,5,ECD alpha9/alpha10,-9.37,True
15,C=CCOC1C(C2OC(C)(C)OC2)OC(=O)C=1OCC=C,False,0,0,3to2,21,ECD alpha9/alpha10,-8.384,True
15,C=CCOC1C(C2OC(C)(C)OC2)OC(=O)C=1OCC=C,False,0,0,3to2,34,TMD M2 pore,-10.816,True
15,C=CCOC1C(C2OC(C)(C)OC2)OC(=O)C=1OCC=C,False,0,0,3to2,35,TMD M2,-10.839,True
15,C=CCOC1C(C2OC(C)(C)OC2)OC(=O)C=1OCC=C,False,0,0,3to2,18,ECD alpha10/alpha10,-8.171,True
15,C=CCOC1C(C2OC(C)(C)OC2)OC(=O)C=1OCC=C,False,0,0,3to2,25,ECD alpha9/alpha10,-8.067,True
15,C=CCOC1C(C2OC(C)(C)OC2)OC(=O)C=1OCC=C,False,0,0,3to2,11,ECD alpha10/alpha9,-10.054,True
16,CCCOC1[C@H]([C@H]2OC(C)(C)OC2)OC(=O)C=1OCCC,False,0,0,3to2,23,ECD alpha9/alpha10,-8.241,True
16,CCCOC1[C@H]([C@H]2OC(C)(C)OC2)OC(=O)C=1OCCC,False,0,0,3to2,5,ECD alpha9/alpha10,-9.247,True
16,CCCOC1[C@H]([C@H]2OC(C)(C)OC2)OC(=O)C=1OCCC,False,0,0,3to2,21,ECD alpha9/alpha10,-8.067,True
16,CCCOC1[C@H]([C@H]2OC(C)(C)OC2)OC(=O)C=1OCCC,False,0,0,3to2,34,TMD M2 pore,-10.06,True
16,CCCOC1[C@H]([C@H]2OC(C)(C)OC2)OC(=O)C=1OCCC,False,0,0,3to2,35,TMD M2,-10.623,True
16,CCCOC1[C@H]([C@H]2OC(C)(C)OC2)OC(=O)C=1OCCC,False,0,0,3to2,18,ECD alpha10/alpha10,-8.013,True
16,CCCOC1[C@H]([C@H]2OC(C)(C)OC2)OC(=O)C=1OCCC,False,0,0,3to2,25,ECD alpha9/alpha10,-8.181,True
16,CCCOC1[C@H]([C@H]2OC(C)(C)OC2)OC(=O)C=1OCCC,False,0,0,3to2,11,ECD alpha10/alpha9,-8.45,True
17,CC1(O[C@H]([C@H]2OC(=O)C(OCC#N)=C2OCC#N)CO1)C,False,0,0,3to2,23,ECD alpha9/alpha10,-8.028,True
17,CC1(O[C@H]([C@H]2OC(=O)C(OCC#N)=C2OCC#N)CO1)C,False,0,0,3to2,5,ECD alpha9/alpha10,-7.814,True
17,CC1(O[C@H]([C@H]2OC(=O)C(OCC#N)=C2OCC#N)CO1)C,False,0,0,3to2,21,ECD alpha9/alpha10,-7.804,True
17,CC1(O[C@H]([C@H]2OC(=O)C(OCC#N)=C2OCC#N)CO1)C,False,0,0,3to2,34,TMD M2 pore,-9.921,True
17,CC1(O[C@H]([C@H]2OC(=O)C(OCC#N)=C2OCC#N)CO1)C,False,0,0,3to2,35,TMD M2,-10.073,True
17,CC1(O[C@H]([C@H]2OC(=O)C(OCC#N)=C2OCC#N)CO1)C,False,0,0,3to2,18,ECD alpha10/alpha10,-7.577,True
17,CC1(O[C@H]([C@H]2OC(=O)C(OCC#N)=C2OCC#N)CO1)C,False,0,0,3to2,25,ECD alpha9/alpha10,-7.391,True
17,CC1(O[C@H]([C@H]2OC(=O)C(OCC#N)=C2OCC#N)CO1)C,False,0,0,3to2,11,ECD alpha10/alpha9,-8.784,True
18,C1C=CC(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)=CC=1,True,1288,500,3to2,23,ECD alpha9/alpha10,-8.33,True
18,C1C=CC(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)=CC=1,True,1288,500,3to2,5,ECD alpha9/alpha10,-9.27,True
